GeneID	dN	dS	dNdS
BLGH_04000	0.004	0	Inf
BLGH_04001	0	0.002	0
BLGH_04002	0.002	0	Inf
BLGH_04003	0.002	0.002	1
BLGH_04004	0.001	0	Inf
BLGH_04005	0	0.005	0
BLGH_04006	0	0	NA
BLGH_04007	0.002	0	Inf
BLGH_04008	0.002	0.004	0.5
BLGH_04009	0	0.006	0
BLGH_04010	0.035	0.013	2.6923
BLGH_04011	0.002	0.004	0.5
BLGH_04012	0.003	0.004	0.75
BLGH_04013	0.004	0.005	0.8
BLGH_04014	0.005	0.014	0.3571
BLGH_04015	0	0.023	0
BLGH_04016	0.002	0.005	0.4
BLGH_04017	0	0	NA
BLGH_04018	0.001	0.006	0.1667
BLGH_04019	0.002	0.001	2
BLGH_04020	0	0	NA
BLGH_04021	0	0	NA
BLGH_04022	0.07	0.058	1.2069
BLGH_04023	0.002	0.003	0.6667
BLGH_04025	0	0.004	0
BLGH_04026	0	0	NA
BLGH_04027	0	0	NA
BLGH_04028	0	0.003	0
BLGH_04029	0.005	0	Inf
BLGH_04030	0	0.017	0
BLGH_04031	0.019	0.054	0.3519
BLGH_04032	0.003	0.006	0.5
BLGH_04033	0.001	0.008	0.125
BLGH_04034	0.001	0.007	0.1429
BLGH_04035	0.002	0.004	0.5
BLGH_04036	0	0.006	0
BLGH_04037	0	0	NA
BLGH_04038	0.02	0.08	0.25
BLGH_04039	0	0.007	0
BLGH_04041	0.001	0.004	0.25
BLGH_04042	0.021	0.019	1.1053
BLGH_04043	0	0	NA
BLGH_04044	0	0.004	0
BLGH_04045	0	0	NA
BLGH_04046	0	0	NA
BLGH_04047	0	0	NA
BLGH_04048	0.004	0.021	0.1905
BLGH_04049	0	0.011	0
BLGH_04050	0	0.006	0
BLGH_04051	0	0.006	0
BLGH_04052	0.003	0	Inf
BLGH_04053	0	0.003	0
BLGH_04054	0.002	0.018	0.1111
BLGH_04055	0.002	0.002	1
BLGH_04056	0.002	0.006	0.3333
BLGH_04057	0	0.003	0
BLGH_04058	0.001	0.004	0.25
BLGH_04059	0	0	NA
BLGH_04060	0.002	0.015	0.1333
BLGH_04061	0.006	0.008	0.75
BLGH_04062	0.002	0.011	0.1818
BLGH_04063	0	0	NA
BLGH_04064	0	0.003	0
BLGH_04065	0	0.002	0
BLGH_04066	0.011	0	Inf
BLGH_04067	0	0.003	0
BLGH_04068	0	0	NA
BLGH_04069	0	0	NA
BLGH_04070	0.001	0	Inf
BLGH_04071	0.001	0	Inf
BLGH_04072	0	0.005	0
BLGH_04073	0.004	0	Inf
BLGH_04074	0.002	0.004	0.5
BLGH_04075	0	0.004	0
BLGH_04076	0	0.006	0
BLGH_04077	0	0.004	0
BLGH_04078	0.002	0	Inf
BLGH_04079	0.005	0	Inf
BLGH_04080	0.001	0.003	0.3333
BLGH_04081	0.021	0.016	1.3125
BLGH_04082	0.001	0	Inf
BLGH_04083	0	0	NA
BLGH_04084	0	0	NA
BLGH_04085	0	0	NA
BLGH_04086	0	0	NA
BLGH_04087	0.002	0.003	0.6667
BLGH_04088	0.005	0.005	1
BLGH_04089	0	0	NA
BLGH_04090	0	0.002	0
BLGH_04091	0	0.003	0
BLGH_04092	0.001	0	Inf
BLGH_04093	0	0	NA
BLGH_04094	0	0.006	0
BLGH_04095	0	0	NA
BLGH_04096	0.001	0	Inf
BLGH_04097	0	0.003	0
BLGH_04098	0.001	0	Inf
BLGH_04099	0	0.002	0
BLGH_04100	0.003	0	Inf
BLGH_04101	0.003	0.01	0.3
BLGH_04102	0.003	0	Inf
BLGH_04103	0.012	0.001	12
BLGH_04104	0.001	0.002	0.5
BLGH_04105	0	0.004	0
BLGH_04106	0	0	NA
BLGH_04107	0	0.007	0
BLGH_04108	0	0	NA
BLGH_04109	0.006	0.004	1.5
BLGH_04110	0.005	0.013	0.3846
BLGH_04111	0	0	NA
BLGH_04112	0	0	NA
BLGH_04113	0.004	0.007	0.5714
BLGH_04114	0	0.006	0
BLGH_04115	0.001	0.003	0.3333
BLGH_04116	0	0.004	0
BLGH_04117	0.002	0	Inf
BLGH_04118	0	0	NA
BLGH_04119	0.003	0.009	0.3333
BLGH_04120	0.002	0	Inf
BLGH_04121	0	0	NA
BLGH_04122	0	0	NA
BLGH_04123	0.004	0.008	0.5
BLGH_04124	0	0.011	0
BLGH_04125	0.001	0.005	0.2
BLGH_04126	0.001	0.004	0.25
BLGH_04127	0	0	NA
BLGH_04128	0.001	0.006	0.1667
BLGH_04129	0	0.01	0
BLGH_04130	0	0.003	0
BLGH_04131	0.001	0.004	0.25
BLGH_04132	0.015	0	Inf
BLGH_04133	0	0.003	0
BLGH_04134	0.002	0.006	0.3333
BLGH_04135	0.005	0.008	0.625
BLGH_04136	0.001	0	Inf
BLGH_04137	0	0.004	0
BLGH_04138	0.001	0.003	0.3333
BLGH_04139	0	0.005	0
BLGH_04140	0	0	NA
BLGH_04141	0.007	0.009	0.7778
BLGH_04142	0.001	0.002	0.5
BLGH_04143	0.001	0.004	0.25
BLGH_04144	0.001	0.004	0.25
BLGH_04145	0	0	NA
BLGH_04146	0.001	0.001	1
BLGH_04148	0	0.003	0
BLGH_04149	0.001	0.003	0.3333
BLGH_04150	0.002	0	Inf
BLGH_04151	0.024	0.042	0.5714
BLGH_04152	0	0.016	0
BLGH_04153	0.008	0.017	0.4706
BLGH_04154	0.001	0.003	0.3333
BLGH_04155	0	0	NA
BLGH_04156	0.002	0.002	1
BLGH_04157	0	0	NA
BLGH_04158	0.003	0	Inf
BLGH_04159	0	0.002	0
BLGH_04160	0	0.01	0
BLGH_04161	0	0	NA
BLGH_04162	0.003	0	Inf
BLGH_04163	0	0.028	0
BLGH_04164	0.001	0.004	0.25
BLGH_04166	0.001	0.003	0.3333
BLGH_04167	0.009	0.016	0.5625
BLGH_04168	0.002	0.001	2
BLGH_04169	0.001	0.003	0.3333
BLGH_04170	0.002	0.005	0.4
BLGH_04171	0.001	0.008	0.125
BLGH_04172	0.001	0.003	0.3333
BLGH_04173	0.003	0.004	0.75
BLGH_04174	0	0	NA
BLGH_04175	0.018	0.023	0.7826
BLGH_04176	0	0	NA
BLGH_04177	0	0.004	0
BLGH_04178	1.456	3.117	0.4671
BLGH_04179	0.001	0	Inf
BLGH_04180	0.001	0.006	0.1667
BLGH_04181	0.001	0.002	0.5
BLGH_04182	0.003	0.005	0.6
BLGH_04183	0.004	0.016	0.25
BLGH_04184	0	0.004	0
BLGH_04185	0	0	NA
BLGH_04186	0	0	NA
BLGH_04187	0.001	0.002	0.5
BLGH_04188	0	0	NA
BLGH_04189	0	0.004	0
BLGH_04190	0	0.004	0
BLGH_04191	0	0.008	0
BLGH_04192	0	0	NA
BLGH_04193	0	0	NA
BLGH_04194	0	0	NA
BLGH_04195	0.001	0.005	0.2
BLGH_04196	0.003	0	Inf
BLGH_04197	0.001	0	Inf
BLGH_04198	0	0.002	0
BLGH_04199	0.001	0.003	0.3333
BLGH_04200	0.002	0.007	0.2857
BLGH_04201	0	0	NA
BLGH_04202	0	0.004	0
BLGH_04203	0	0	NA
BLGH_04204	0	0	NA
BLGH_04205	0	0	NA
BLGH_04206	0	0	NA
BLGH_04207	0	0	NA
BLGH_04208	1.47	2.935	0.5009
BLGH_04209	0	0	NA
BLGH_04210	0.002	0	Inf
BLGH_04211	0	0.003	0
BLGH_04212	0.002	0.01	0.2
BLGH_04213	0.013	0.046	0.2826
BLGH_04214	0	0.003	0
BLGH_04215	0.003	0.002	1.5
BLGH_04216	0	0.006	0
BLGH_04217	0	0.002	0
BLGH_04218	0	0.003	0
BLGH_04219	0.001	0	Inf
BLGH_04220	0.001	0.003	0.3333
BLGH_04221	0.01	0.019	0.5263
BLGH_04222	0	0	NA
BLGH_04223	0	0	NA
BLGH_04224	0	0	NA
BLGH_04225	0.002	0	Inf
BLGH_04226	0	0	NA
BLGH_04227	0.005	0.005	1
BLGH_04228	0.003	0.008	0.375
BLGH_04229	0.001	0	Inf
BLGH_04230	0	0.01	0
BLGH_04231	0.001	0.002	0.5
BLGH_04232	0.001	0	Inf
BLGH_04233	0	0	NA
BLGH_04234	0.001	0.003	0.3333
BLGH_04235	0.007	0	Inf
BLGH_04236	0.003	0	Inf
BLGH_04237	0	0	NA
BLGH_04238	0	0.003	0
BLGH_04239	0.003	0.002	1.5
BLGH_04240	0	0	NA
BLGH_04241	0.001	0.007	0.1429
BLGH_04242	0.001	0.002	0.5
BLGH_04243	0	0	NA
BLGH_04244	0.001	0.002	0.5
BLGH_04245	2.234	1.448	1.5428
BLGH_04246	0	0	NA
BLGH_04247	0	0.008	0
BLGH_04248	0	0.007	0
BLGH_04249	0	0	NA
BLGH_04250	0.001	0	Inf
BLGH_04251	0.004	0.004	1
BLGH_04252	0.004	0	Inf
BLGH_04253	0.001	0.001	1
BLGH_04254	0.001	0.001	1
BLGH_04255	0.001	0.014	0.0714
BLGH_04256	0	0.006	0
BLGH_04257	0	0	NA
BLGH_04258	0.002	0	Inf
BLGH_04259	0	0	NA
BLGH_04260	0.002	0.004	0.5
BLGH_04261	0.002	0.002	1
BLGH_04262	0.002	0	Inf
BLGH_04263	0.001	0.002	0.5
BLGH_04264	0.002	0	Inf
BLGH_04265	0	0	NA
BLGH_04266	0.001	0.003	0.3333
BLGH_04267	0	0.004	0
BLGH_04268	0.002	0.005	0.4
BLGH_04269	0	0	NA
BLGH_04270	0.001	0.003	0.3333
BLGH_04271	0	0	NA
BLGH_04272	0.001	0	Inf
BLGH_04273	0	0.012	0
BLGH_04274	0.004	0.007	0.5714
BLGH_04275	0.002	0.005	0.4
BLGH_04276	0	0.004	0
BLGH_04277	0	0.005	0
BLGH_04278	0.001	0.008	0.125
BLGH_04279	0	0.006	0
BLGH_04280	0.004	0	Inf
BLGH_04281	0.001	0.003	0.3333
BLGH_04282	0	0	NA
BLGH_04283	0.005	0	Inf
BLGH_04284	0	0	NA
BLGH_04285	0.001	0	Inf
BLGH_04286	0.001	0	Inf
BLGH_04287	0.002	0.004	0.5
BLGH_04288	0.002	0.008	0.25
BLGH_04289	0.003	0	Inf
BLGH_04290	0.001	0	Inf
BLGH_04291	0	0.006	0
BLGH_04292	0	0	NA
BLGH_04293	0	0	NA
BLGH_04294	0.001	0.003	0.3333
BLGH_04295	0.001	0.003	0.3333
BLGH_04296	0.007	0.01	0.7
BLGH_04297	0	0	NA
BLGH_04298	0.004	0.003	1.3333
BLGH_04299	0.001	0.008	0.125
BLGH_04300	0	0	NA
BLGH_04301	0.004	0.013	0.3077
BLGH_04302	0.002	0	Inf
BLGH_04303	0.108	0.118	0.9153
BLGH_04304	0.001	0.007	0.1429
BLGH_04305	0.006	0.006	1
BLGH_04306	0	0.006	0
BLGH_04307	0	0	NA
BLGH_04308	0	0	NA
BLGH_04309	0.001	0.007	0.1429
BLGH_04310	0	0	NA
BLGH_04311	0	0	NA
BLGH_04312	0.002	0.002	1
BLGH_04313	0.008	0.017	0.4706
BLGH_04314	1.866	2.046	0.912
BLGH_04315	0.002	0.003	0.6667
BLGH_04316	0.002	0	Inf
BLGH_04317	0	0	NA
BLGH_04318	0.004	0.003	1.3333
BLGH_04319	0.002	0.006	0.3333
BLGH_04320	0	0.01	0
BLGH_04321	0.002	0.006	0.3333
BLGH_04322	0.001	0.005	0.2
BLGH_04323	0.004	0.006	0.6667
BLGH_04324	0	0	NA
BLGH_04325	0	0.001	0
BLGH_04326	0.001	0.009	0.1111
BLGH_04327	0.001	0	Inf
BLGH_04328	0.004	0.003	1.3333
BLGH_04329	0	0.003	0
BLGH_04330	0	0.007	0
BLGH_04331	0	0.004	0
BLGH_04332	0.008	0.015	0.5333
BLGH_04333	0	0	NA
BLGH_04334	0	0.005	0
BLGH_04335	0.001	0.003	0.3333
BLGH_04336	0.001	0.008	0.125
BLGH_04338	0	0.007	0
BLGH_04339	0.002	0	Inf
BLGH_04340	0.038	0.044	0.8636
BLGH_04341	0.014	0.024	0.5833
BLGH_04342	0.027	0.041	0.6585
BLGH_04343	0.017	0.064	0.2656
BLGH_04344	0.007	0.024	0.2917
BLGH_04346	0.159	0.258	0.6163
BLGH_04348	0	0.002	0
BLGH_04349	0.001	0	Inf
BLGH_04350	0.011	0.036	0.3056
BLGH_04351	0	0.009	0
BLGH_04352	0.004	0.003	1.3333
BLGH_04353	0.01	0.009	1.1111
BLGH_04354	0	0.014	0
BLGH_04355	0.001	0.019	0.0526
BLGH_04356	0.011	0.027	0.4074
BLGH_04357	0	0.002	0
BLGH_04358	0.001	0.003	0.3333
BLGH_04359	0	0.007	0
BLGH_04360	0.003	0	Inf
BLGH_04361	0	0	NA
BLGH_04362	0	0	NA
BLGH_04363	0.004	0.014	0.2857
BLGH_04364	0.001	0.003	0.3333
BLGH_04365	0	0	NA
BLGH_04366	0	0	NA
BLGH_04367	0.002	0	Inf
BLGH_04368	0	0	NA
BLGH_04369	0.005	0	Inf
BLGH_04370	0	0	NA
BLGH_04371	0	0	NA
BLGH_04372	0.364	0.378	0.963
BLGH_04373	0.002	0.005	0.4
BLGH_04374	0.003	0.01	0.3
BLGH_04375	0.001	0.003	0.3333
BLGH_04376	0	0.007	0
BLGH_04377	0.002	0.003	0.6667
BLGH_04378	0	0.006	0
BLGH_04379	0	0	NA
BLGH_04380	0.055	0.074	0.7432
BLGH_04381	0.002	0.004	0.5
BLGH_04382	0.002	0.003	0.6667
BLGH_04383	0.005	0.005	1
BLGH_04384	0.001	0.002	0.5
BLGH_04385	0.001	0	Inf
BLGH_04386	0.001	0.006	0.1667
BLGH_04387	0.003	0.017	0.1765
BLGH_04388	0.006	0.031	0.1935
BLGH_04389	0.001	0.013	0.0769
BLGH_04390	0.005	0.008	0.625
BLGH_04391	0.002	0.019	0.1053
BLGH_04392	0	0	NA
BLGH_04393	0	0.007	0
BLGH_04394	0.004	0.013	0.3077
BLGH_04395	0.002	0.025	0.08
BLGH_04396	0.001	0.005	0.2
BLGH_04397	0.001	0.012	0.0833
BLGH_04398	0.002	0	Inf
BLGH_04399	0.001	0.001	1
BLGH_04400	0.012	0	Inf
BLGH_04403	0.001	0.004	0.25
BLGH_04404	0	0	NA
BLGH_04405	0.014	0.006	2.3333
BLGH_04406	0.004	0	Inf
BLGH_04407	0.01	0	Inf
BLGH_04409	0	0.004	0
BLGH_04410	0	0.002	0
BLGH_04411	0.001	0.003	0.3333
BLGH_04412	0.024	0.016	1.5
BLGH_04413	0.002	0	Inf
BLGH_04414	0.002	0	Inf
BLGH_04415	0.005	0.006	0.8333
BLGH_04416	0.001	0	Inf
BLGH_04417	0.016	0.038	0.4211
BLGH_04418	0.005	0.03	0.1667
BLGH_04419	0.003	0.007	0.4286
BLGH_04420	0	0	NA
BLGH_04421	0	0	NA
BLGH_04422	0.002	0.005	0.4
BLGH_04423	0.001	0.005	0.2
BLGH_04424	0.009	0.01	0.9
BLGH_04425	0.006	0.017	0.3529
BLGH_04426	0	0.001	0
BLGH_04427	1.693	2.946	0.5747
BLGH_04428	0.001	0	Inf
BLGH_04429	0.001	0.003	0.3333
BLGH_04430	0.002	0.01	0.2
BLGH_04431	0	0	NA
BLGH_04432	0	0.002	0
BLGH_04433	0.003	0.01	0.3
BLGH_04434	0.019	0.024	0.7917
BLGH_04435	0.003	0.011	0.2727
BLGH_04436	0.024	0.036	0.6667
BLGH_04437	0.002	0.004	0.5
BLGH_04438	0.002	0.012	0.1667
BLGH_04439	0.001	0	Inf
BLGH_04440	0.002	0	Inf
BLGH_04441	0.003	0.003	1
BLGH_04442	0.002	0.004	0.5
BLGH_04443	0.002	0.008	0.25
BLGH_04445	0	0	NA
BLGH_04446	0.287	0.432	0.6644
BLGH_04447	0.004	0.002	2
BLGH_04448	0	0.022	0
BLGH_04449	0.004	0	Inf
BLGH_04450	0	0	NA
BLGH_04451	0	0.005	0
BLGH_04452	0.002	0.004	0.5
BLGH_04453	0.002	0.003	0.6667
BLGH_04454	0.001	0	Inf
BLGH_04455	0.001	0.003	0.3333
BLGH_04456	0	0	NA
BLGH_04457	0.004	0.009	0.4444
BLGH_04458	0	0	NA
BLGH_04459	0.003	0.006	0.5
BLGH_04460	0	0.002	0
BLGH_04461	0.001	0.009	0.1111
BLGH_04462	0	0.008	0
BLGH_04463	0.001	0	Inf
BLGH_04464	0.001	0	Inf
BLGH_04465	0	0	NA
BLGH_04466	0	0	NA
BLGH_04467	0	0.002	0
BLGH_04468	0	0.007	0
BLGH_04469	0.001	0	Inf
BLGH_04470	0.004	0.005	0.8
BLGH_04471	0	0.005	0
BLGH_04472	0.001	0.002	0.5
BLGH_04473	0	0.006	0
BLGH_04474	0	0	NA
BLGH_04475	0.002	0	Inf
BLGH_04476	0	0	NA
BLGH_04477	0.004	0.004	1
BLGH_04478	0.002	0.006	0.3333
BLGH_04479	0.002	0.006	0.3333
BLGH_04480	0.003	0.008	0.375
BLGH_04481	0	0	NA
BLGH_04482	0	0	NA
BLGH_04483	0.002	0.004	0.5
BLGH_04484	0	0.004	0
BLGH_04485	0	0.003	0
BLGH_04486	0.002	0	Inf
BLGH_04487	0.002	0.009	0.2222
BLGH_04488	0.001	0.003	0.3333
BLGH_04489	0	0	NA
BLGH_04490	0	0	NA
BLGH_04491	0.003	0.004	0.75
BLGH_04492	0.002	0.01	0.2
BLGH_04493	0	0.003	0
BLGH_04494	0.048	0.031	1.5484
BLGH_04495	0.001	0.004	0.25
BLGH_04496	0.001	0	Inf
BLGH_04497	0	0.006	0
BLGH_04498	0.003	0.004	0.75
BLGH_04499	0	0.002	0
BLGH_04500	0	0.002	0
BLGH_04501	0.002	0	Inf
BLGH_04502	0.005	0.002	2.5
BLGH_04503	0.001	0.002	0.5
BLGH_04504	0	0.003	0
BLGH_04505	0	0.004	0
BLGH_04506	0	0.002	0
BLGH_04507	0	0.004	0
BLGH_04508	0	0.016	0
BLGH_04509	0.002	0.009	0.2222
BLGH_04510	0.162	0.179	0.905
BLGH_04511	0	0.006	0
BLGH_04512	0.006	0	Inf
BLGH_04513	0	0	NA
BLGH_04514	0.001	0.002	0.5
BLGH_04515	0	0	NA
BLGH_04516	0.004	0.006	0.6667
BLGH_04517	0	0.012	0
BLGH_04518	0.001	0	Inf
BLGH_04519	0	0	NA
BLGH_04520	0	0.003	0
BLGH_04521	0.07	0.01	7
BLGH_04522	0.002	0.004	0.5
BLGH_04523	0	0	NA
BLGH_04524	0	0.006	0
BLGH_04525	0.001	0.003	0.3333
BLGH_04526	0	0.017	0
BLGH_04527	0.001	0.001	1
BLGH_04528	0.004	0.011	0.3636
BLGH_04529	0.006	0.021	0.2857
BLGH_04530	0	0.002	0
BLGH_04531	0.001	0.004	0.25
BLGH_04532	0.002	0	Inf
BLGH_04533	0	0	NA
BLGH_04534	0.011	0.006	1.8333
BLGH_04535	0.002	0.006	0.3333
BLGH_04536	0.002	0.002	1
BLGH_04537	0.002	0.012	0.1667
BLGH_04538	0.002	0.005	0.4
BLGH_04539	0	0.002	0
BLGH_04540	0.002	0.004	0.5
BLGH_04541	0	0.005	0
BLGH_04542	0.001	0.008	0.125
BLGH_04543	0.026	0.025	1.04
BLGH_04544	0	0.005	0
BLGH_04545	0.002	0	Inf
BLGH_04546	0.001	0.007	0.1429
BLGH_04547	0	0.002	0
BLGH_04548	0.002	0.02	0.1
BLGH_04549	0	0.002	0
BLGH_04550	0.044	0.034	1.2941
BLGH_04551	0.002	0.005	0.4
BLGH_04552	0	0.008	0
BLGH_04553	0.001	0.01	0.1
BLGH_04554	0.001	0.006	0.1667
BLGH_04555	0.004	0.008	0.5
BLGH_04556	0.003	0.02	0.15
BLGH_04557	0.001	0.002	0.5
BLGH_04558	0.003	0.004	0.75
BLGH_04559	0.001	0.004	0.25
BLGH_04560	0	0.004	0
BLGH_04561	0.001	0.006	0.1667
BLGH_04562	0	0	NA
BLGH_04563	0.005	0.008	0.625
BLGH_04564	1.142	2.781	0.4106
BLGH_04565	0.001	0.008	0.125
BLGH_04566	0	0.009	0
BLGH_04567	0.001	0.003	0.3333
BLGH_04568	0	0	NA
BLGH_04569	0.001	0.006	0.1667
BLGH_04570	0.003	0	Inf
BLGH_04571	0	0.002	0
BLGH_04572	0.003	0	Inf
BLGH_04573	0	0.007	0
BLGH_04574	0.03	0	Inf
BLGH_04575	0	0	NA
BLGH_04576	0.002	0.029	0.069
BLGH_04577	0	0.006	0
BLGH_04578	0	0	NA
BLGH_04579	0	0.004	0
BLGH_04580	0.015	0.009	1.6667
BLGH_04581	0.009	0.018	0.5
BLGH_04582	0.001	0.001	1
BLGH_04583	0.002	0	Inf
BLGH_04584	0	0	NA
BLGH_04585	0	0.002	0
BLGH_04586	0.003	0	Inf
BLGH_04587	0.006	0.011	0.5455
BLGH_04588	0.004	0.006	0.6667
BLGH_04589	0.003	0.006	0.5
BLGH_04590	0.003	0.005	0.6
BLGH_04591	0	0.012	0
BLGH_04592	0.001	0	Inf
BLGH_04593	0	0.004	0
BLGH_04594	0	0	NA
BLGH_04595	0	0	NA
BLGH_04596	0	0.002	0
BLGH_04597	0.001	0.002	0.5
BLGH_04598	0.003	0.003	1
BLGH_04599	0.001	0	Inf
BLGH_04600	0.019	0	Inf
BLGH_04601	0.019	0.029	0.6552
BLGH_04602	0.003	0.01	0.3
BLGH_04603	0.001	0	Inf
BLGH_04604	0	0	NA
BLGH_04605	0	0	NA
BLGH_04606	0.001	0.005	0.2
BLGH_04607	0.002	0.005	0.4
BLGH_04608	0	0	NA
BLGH_04609	0.001	0.014	0.0714
BLGH_04610	0	0	NA
BLGH_04611	0	0.003	0
BLGH_04612	0	0	NA
BLGH_04613	0.019	0	Inf
BLGH_04614	0.001	0.01	0.1
BLGH_04615	0.009	0.006	1.5
BLGH_04616	0.003	0.007	0.4286
BLGH_04617	0	0	NA
BLGH_04618	0.005	0.017	0.2941
BLGH_04619	0.004	0.003	1.3333
BLGH_04620	0.002	0.009	0.2222
BLGH_04621	0	0	NA
BLGH_04622	0.003	0	Inf
BLGH_04623	0	0.002	0
BLGH_04624	0.001	0	Inf
BLGH_04627	0	0.013	0
BLGH_04628	0.003	0.006	0.5
BLGH_04629	0.002	0.008	0.25
BLGH_04630	0	0.004	0
BLGH_04632	0.004	0	Inf
BLGH_04633	0	0	NA
BLGH_04634	0.003	0.004	0.75
BLGH_04635	0.002	0.01	0.2
BLGH_04636	0	0.012	0
BLGH_04637	0.004	0.017	0.2353
BLGH_04638	0	0.007	0
BLGH_04639	0	0	NA
BLGH_04640	0.002	0.01	0.2
BLGH_04641	0	0.006	0
BLGH_04642	0.001	0	Inf
BLGH_04643	0.003	0	Inf
BLGH_04644	0.009	0	Inf
BLGH_04645	0.003	0.005	0.6
BLGH_04646	0	0.002	0
BLGH_04647	0	0	NA
BLGH_04648	0	0	NA
BLGH_04649	0	0	NA
BLGH_04650	0	0.008	0
BLGH_04651	0	0.003	0
BLGH_04652	0.002	0.005	0.4
BLGH_04653	0.002	0.01	0.2
BLGH_04654	0.002	0.004	0.5
BLGH_04655	0.001	0.003	0.3333
BLGH_04656	0	0	NA
BLGH_04657	0	0	NA
BLGH_04658	0.002	0.003	0.6667
BLGH_04659	0	0.014	0
BLGH_04660	0.001	0.005	0.2
BLGH_04661	0	0.003	0
BLGH_04662	0.004	0.005	0.8
BLGH_04663	0	0.003	0
BLGH_04664	0.006	0.008	0.75
BLGH_04665	0.004	0	Inf
BLGH_04666	0.004	0	Inf
BLGH_04667	0.002	0	Inf
BLGH_04668	0.002	0.008	0.25
BLGH_04669	0	0.005	0
BLGH_04670	0	0	NA
BLGH_04671	0	0	NA
BLGH_04672	0	0.004	0
BLGH_04673	0.007	0.003	2.3333
BLGH_04674	0	0	NA
BLGH_04675	0.01	0.001	10
BLGH_04676	0	0.002	0
BLGH_04677	0.001	0.004	0.25
BLGH_04678	0	0	NA
BLGH_04679	0	0	NA
BLGH_04680	0.004	0.009	0.4444
BLGH_04681	0	0.001	0
BLGH_04683	0	0	NA
BLGH_04684	0.005	0.013	0.3846
BLGH_04685	0.001	0	Inf
BLGH_04686	0	0.004	0
BLGH_04687	0.001	0.004	0.25
BLGH_04688	0.001	0.003	0.3333
BLGH_04689	0	0.004	0
BLGH_04690	0.004	0	Inf
BLGH_04691	0.035	0.024	1.4583
BLGH_04692	0.042	0.035	1.2
BLGH_04693	0.004	0.008	0.5
BLGH_04694	0.072	0.064	1.125
BLGH_04695	0	0.008	0
BLGH_04696	0.003	0	Inf
BLGH_04697	0	0	NA
BLGH_04698	0.092	0.011	8.3636
BLGH_04699	0	0	NA
BLGH_04700	0	0	NA
BLGH_04701	0	0.002	0
BLGH_04702	0	0	NA
BLGH_04703	0.061	0.089	0.6854
BLGH_04704	0.007	0.014	0.5
BLGH_04705	0	0.002	0
BLGH_04706	0	0.005	0
BLGH_04707	0.003	0.004	0.75
BLGH_04708	0	0.004	0
BLGH_04709	0.001	0	Inf
BLGH_04710	0.001	0.005	0.2
BLGH_04711	0	0.009	0
BLGH_04712	0	0.007	0
BLGH_04713	0.001	0.006	0.1667
BLGH_04714	0.052	0.056	0.9286
BLGH_04715	0.013	0.028	0.4643
BLGH_04716	0.006	0.026	0.2308
BLGH_04717	0.004	0.008	0.5
BLGH_04719	0.01	0.024	0.4167
BLGH_04722	0.192	0.231	0.8312
BLGH_04723	0.002	0.013	0.1538
BLGH_04724	0	0.003	0
BLGH_04725	0	0	NA
BLGH_04726	0.041	0.062	0.6613
BLGH_04728	0.006	0	Inf
BLGH_04729	0.021	0.017	1.2353
BLGH_04730	0.011	0.006	1.8333
BLGH_04731	0	0.008	0
BLGH_04732	0.002	0.006	0.3333
BLGH_04733	0	0	NA
BLGH_04734	0.001	0.003	0.3333
BLGH_04735	0	0	NA
BLGH_04736	0	0	NA
BLGH_04737	0.014	0	Inf
BLGH_04738	0.004	0.003	1.3333
BLGH_04739	0.001	0.003	0.3333
BLGH_04740	0.006	0.01	0.6
BLGH_04741	0.003	0.002	1.5
BLGH_04742	0.001	0.006	0.1667
BLGH_04743	0.001	0.005	0.2
BLGH_04744	0	0.003	0
BLGH_04745	0.002	0	Inf
BLGH_04746	0	0	NA
BLGH_04747	0.007	0.013	0.5385
BLGH_04748	0.001	0.006	0.1667
BLGH_04749	0.004	0.007	0.5714
BLGH_04750	0	0	NA
BLGH_04751	0.004	0	Inf
BLGH_04752	0	0	NA
BLGH_04753	0	0	NA
BLGH_04754	0	0	NA
BLGH_04755	0.001	0.002	0.5
BLGH_04756	0.088	0.068	1.2941
BLGH_04757	0.002	0	Inf
BLGH_04758	0.002	0.002	1
BLGH_04759	0	0	NA
BLGH_04760	0	0.004	0
BLGH_04761	0.016	0	Inf
BLGH_04762	0.012	0.021	0.5714
BLGH_04766	0.002	0.008	0.25
BLGH_04767	0.002	0.006	0.3333
BLGH_04768	0.004	0.007	0.5714
BLGH_04769	0.002	0	Inf
BLGH_04770	0	0	NA
BLGH_04771	0	0.027	0
BLGH_04772	0.001	0	Inf
BLGH_04773	0	0	NA
BLGH_04774	0.128	0.156	0.8205
BLGH_04775	0.002	0.008	0.25
BLGH_04776	0	0	NA
BLGH_04777	0.003	0	Inf
BLGH_04778	0	0	NA
BLGH_04779	0	0	NA
BLGH_04780	0	0.005	0
BLGH_04783	0.025	0.014	1.7857
BLGH_04784	0.008	0	Inf
BLGH_04785	0	0	NA
BLGH_04786	0.003	0.006	0.5
BLGH_04787	0.003	0.003	1
BLGH_04788	0.002	0	Inf
BLGH_04789	0	0.013	0
BLGH_04790	0.001	0.004	0.25
BLGH_04791	0.004	0.005	0.8
BLGH_04792	0.034	0.035	0.9714
BLGH_04793	0.015	0.014	1.0714
BLGH_04794	0.003	0	Inf
BLGH_04795	0.024	0.038	0.6316
BLGH_04796	0.002	0	Inf
BLGH_04797	0.023	0.036	0.6389
BLGH_04798	0	0.01	0
